district,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_0_4_pc,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_5_9_pc,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_10_12_pc,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_13_14_pc,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_15_17_pc,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_18_20_pc,CF_C_BPBO_DC_21_24,CF_C_BPBO_DC_21_24_pc,CF_C_BPBO_Tot,CF_C_BPBO_Tot_pc,CF_C_FBO_DC_0_4,CF_C_FBO_DC_0_4_pc,CF_C_FBO_DC_5_9,CF_C_FBO_DC_5_9_pc,CF_C_FBO_DC_10_12,CF_C_FBO_DC_10_12_pc,CF_C_FBO_DC_13_14,CF_C_FBO_DC_13_14_pc,CF_C_FBO_DC_15_17,CF_C_FBO_DC_15_17_pc,CF_C_FBO_DC_18_20,CF_C_FBO_DC_18_20_pc,CF_C_FBO_DC_21_24,CF_C_FBO_DC_21_24_pc,CF_C_FBO_Tot,CF_C_FBO_Tot_pc,CF_C_MBO_DC_0_4,CF_C_MBO_DC_0_4_pc,CF_C_MBO_DC_5_9,CF_C_MBO_DC_5_9_pc,CF_C_MBO_DC_10_12,CF_C_MBO_DC_10_12_pc,CF_C_MBO_DC_13_14,CF_C_MBO_DC_13_14_pc,CF_C_MBO_DC_15_17,CF_C_MBO_DC_15_17_pc,CF_C_MBO_DC_18_20,CF_C_MBO_DC_18_20_pc,CF_C_MBO_DC_21_24,CF_C_MBO_DC_21_24_pc,CF_C_MBO_Tot,CF_C_MBO_Tot_pc,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_0_4_pc,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_5_9_pc,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_10_12_pc,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_13_14_pc,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_15_17_pc,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_18_20_pc,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_DC_21_24_pc,CF_C_BPBAu_Tot,CF_C_BPBAu_Tot_pc,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_0_4_pc,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_5_9_pc,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_10_12_pc,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_13_14_pc,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_15_17_pc,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_18_20_pc,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_DC_21_24_pc,CF_C_BP_NS_Tot,CF_C_BP_NS_Tot_pc,CF_C_Tot_DC_0_4,CF_C_Tot_DC_0_4_pc,CF_C_Tot_DC_5_9,CF_C_Tot_DC_5_9_pc,CF_C_Tot_DC_10_12,CF_C_Tot_DC_10_12_pc,CF_C_Tot_DC_13_14,CF_C_Tot_DC_13_14_pc,CF_C_Tot_DC_15_17,CF_C_Tot_DC_15_17_pc,CF_C_Tot_DC_18_20,CF_C_Tot_DC_18_20_pc,CF_C_Tot_DC_21_24,CF_C_Tot_DC_21_24_pc,CF_C_Tot_Tot,CF_C_Tot_Tot_pc,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_0_4_pc,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_5_9_pc,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_10_12_pc,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_13_14_pc,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_15_17_pc,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_18_20_pc,One_PF_BPBO_DC_21_24,One_PF_BPBO_DC_21_24_pc,One_PF_BPBO_Tot,One_PF_BPBO_Tot_pc,One_PF_FBO_DC_0_4,One_PF_FBO_DC_0_4_pc,One_PF_FBO_DC_5_9,One_PF_FBO_DC_5_9_pc,One_PF_FBO_DC_10_12,One_PF_FBO_DC_10_12_pc,One_PF_FBO_DC_13_14,One_PF_FBO_DC_13_14_pc,One_PF_FBO_DC_15_17,One_PF_FBO_DC_15_17_pc,One_PF_FBO_DC_18_20,One_PF_FBO_DC_18_20_pc,One_PF_FBO_DC_21_24,One_PF_FBO_DC_21_24_pc,One_PF_FBO_Tot,One_PF_FBO_Tot_pc,One_PF_MBO_DC_0_4,One_PF_MBO_DC_0_4_pc,One_PF_MBO_DC_5_9,One_PF_MBO_DC_5_9_pc,One_PF_MBO_DC_10_12,One_PF_MBO_DC_10_12_pc,One_PF_MBO_DC_13_14,One_PF_MBO_DC_13_14_pc,One_PF_MBO_DC_15_17,One_PF_MBO_DC_15_17_pc,One_PF_MBO_DC_18_20,One_PF_MBO_DC_18_20_pc,One_PF_MBO_DC_21_24,One_PF_MBO_DC_21_24_pc,One_PF_MBO_Tot,One_PF_MBO_Tot_pc,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_0_4_pc,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_5_9_pc,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_10_12_pc,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_13_14_pc,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_15_17_pc,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_18_20_pc,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_DC_21_24_pc,One_PF_BPBAu_Tot,One_PF_BPBAu_Tot_pc,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_0_4_pc,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_5_9_pc,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_10_12_pc,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_13_14_pc,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_15_17_pc,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_18_20_pc,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_DC_21_24_pc,One_PF_BP_NS_Tot,One_PF_BP_NS_Tot_pc,One_PF_Tot_DC_0_4,One_PF_Tot_DC_0_4_pc,One_PF_Tot_DC_5_9,One_PF_Tot_DC_5_9_pc,One_PF_Tot_DC_10_12,One_PF_Tot_DC_10_12_pc,One_PF_Tot_DC_13_14,One_PF_Tot_DC_13_14_pc,One_PF_Tot_DC_15_17,One_PF_Tot_DC_15_17_pc,One_PF_Tot_DC_18_20,One_PF_Tot_DC_18_20_pc,One_PF_Tot_DC_21_24,One_PF_Tot_DC_21_24_pc,One_PF_Tot_Tot,One_PF_Tot_Tot_pc,Tot_DC_0_4,Tot_DC_0_4_pc,Tot_DC_5_9,Tot_DC_5_9_pc,Tot_DC_10_12,Tot_DC_10_12_pc,Tot_DC_13_14,Tot_DC_13_14_pc,Tot_DC_15_17,Tot_DC_15_17_pc,Tot_DC_18_20,Tot_DC_18_20_pc,Tot_DC_21_24,Tot_DC_21_24_pc,Tot_Tot,Tot_Tot_pc,Tot_Tot_total
Kororoit,3255.0,0.1342,3836.0,0.1582,1993.0,0.0822,1144.0,0.0472,1425.0,0.0588,951.0,0.0392,518.0,0.0214,13231.0,0.5456,346.0,0.0143,315.0,0.013,129.0,0.0053,95.0,0.0039,95.0,0.0039,38.0,0.0016,5.0,0.0002,1393.0,0.0574,365.0,0.0151,331.0,0.0137,112.0,0.0046,63.0,0.0026,64.0,0.0026,13.0,0.0005,0.0,0.0,1209.0,0.0499,1104.0,0.0455,1143.0,0.0471,636.0,0.0262,395.0,0.0163,445.0,0.0184,155.0,0.0064,63.0,0.0026,4198.0,0.1731,11.0,0.0005,19.0,0.0008,3.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0028,5323.0,0.2195,5774.0,0.2381,2984.0,0.1231,1811.0,0.0747,2272.0,0.0937,1266.0,0.0522,676.0,0.0279,20186.0,0.8324,239.0,0.0099,522.0,0.0215,294.0,0.0121,221.0,0.0091,294.0,0.0121,233.0,0.0096,87.0,0.0036,2159.0,0.089,27.0,0.0011,73.0,0.003,24.0,0.001,16.0,0.0007,31.0,0.0013,0.0,0.0,0.0,0.0,335.0,0.0138,40.0,0.0016,31.0,0.0013,12.0,0.0005,16.0,0.0007,31.0,0.0013,0.0,0.0,0.0,0.0,279.0,0.0115,139.0,0.0057,190.0,0.0078,99.0,0.0041,102.0,0.0042,125.0,0.0052,27.0,0.0011,10.0,0.0004,992.0,0.0409,29.0,0.0012,34.0,0.0014,3.0,0.0001,5.0,0.0002,3.0,0.0001,0.0,0.0,4.0,0.0002,147.0,0.0061,600.0,0.0247,1000.0,0.0412,636.0,0.0262,477.0,0.0197,621.0,0.0256,315.0,0.013,123.0,0.0051,4041.0,0.1666,5916.0,0.244,6809.0,0.2808,3687.0,0.152,2335.0,0.0963,2887.0,0.1191,1659.0,0.0684,916.0,0.0378,24249.0,1.0,24249.0
Lara,607.0,0.0417,539.0,0.0371,279.0,0.0192,183.0,0.0126,229.0,0.0157,129.0,0.0089,42.0,0.0029,2315.0,0.1591,140.0,0.0096,138.0,0.0095,95.0,0.0065,50.0,0.0034,72.0,0.0049,12.0,0.0008,3.0,0.0002,717.0,0.0493,231.0,0.0159,153.0,0.0105,74.0,0.0051,22.0,0.0015,44.0,0.003,16.0,0.0011,3.0,0.0002,717.0,0.0493,1876.0,0.129,1812.0,0.1246,996.0,0.0685,751.0,0.0516,826.0,0.0568,262.0,0.018,96.0,0.0066,6782.0,0.4662,6.0,0.0004,9.0,0.0006,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0019,2961.0,0.2035,2813.0,0.1934,1603.0,0.1102,1157.0,0.0795,1298.0,0.0892,508.0,0.0349,232.0,0.0159,10656.0,0.7325,47.0,0.0032,75.0,0.0052,48.0,0.0033,44.0,0.003,52.0,0.0036,35.0,0.0024,13.0,0.0009,546.0,0.0375,20.0,0.0014,46.0,0.0032,13.0,0.0009,8.0,0.0005,18.0,0.0012,4.0,0.0003,0.0,0.0,264.0,0.0181,7.0,0.0005,16.0,0.0011,8.0,0.0005,0.0,0.0,11.0,0.0008,0.0,0.0,0.0,0.0,148.0,0.0102,538.0,0.037,694.0,0.0477,487.0,0.0335,321.0,0.0221,435.0,0.0299,81.0,0.0056,21.0,0.0014,2805.0,0.1928,17.0,0.0012,13.0,0.0009,11.0,0.0008,10.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0067,724.0,0.0498,985.0,0.0677,626.0,0.043,474.0,0.0326,639.0,0.0439,144.0,0.0099,59.0,0.0041,3887.0,0.2672,3762.0,0.2586,3772.0,0.2593,2299.0,0.158,1624.0,0.1116,1966.0,0.1351,723.0,0.0497,303.0,0.0208,14547.0,1.0,14547.0
Laverton,5063.0,0.2146,4625.0,0.1961,2038.0,0.0864,1020.0,0.0432,1272.0,0.0539,686.0,0.0291,371.0,0.0157,15188.0,0.6439,402.0,0.017,265.0,0.0112,66.0,0.0028,41.0,0.0017,67.0,0.0028,3.0,0.0001,12.0,0.0005,1023.0,0.0434,374.0,0.0159,263.0,0.0111,87.0,0.0037,26.0,0.0011,29.0,0.0012,8.0,0.0003,8.0,0.0003,1010.0,0.0428,829.0,0.0351,554.0,0.0235,222.0,0.0094,164.0,0.007,153.0,0.0065,64.0,0.0027,6.0,0.0003,2166.0,0.0918,12.0,0.0005,34.0,0.0014,9.0,0.0004,5.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0045,6768.0,0.2869,5912.0,0.2506,2592.0,0.1099,1369.0,0.058,1619.0,0.0686,884.0,0.0375,453.0,0.0192,19609.0,0.8313,376.0,0.0159,540.0,0.0229,329.0,0.0139,199.0,0.0084,309.0,0.0131,207.0,0.0088,88.0,0.0037,2384.0,0.1011,39.0,0.0017,48.0,0.002,25.0,0.0011,3.0,0.0001,18.0,0.0008,10.0,0.0004,0.0,0.0,260.0,0.011,20.0,0.0008,32.0,0.0014,19.0,0.0008,4.0,0.0002,7.0,0.0003,4.0,0.0002,0.0,0.0,196.0,0.0083,122.0,0.0052,203.0,0.0086,83.0,0.0035,62.0,0.0026,83.0,0.0035,18.0,0.0008,4.0,0.0002,900.0,0.0382,11.0,0.0005,16.0,0.0007,7.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0002,91.0,0.0039,732.0,0.031,975.0,0.0413,604.0,0.0256,363.0,0.0154,549.0,0.0233,296.0,0.0125,123.0,0.0052,3941.0,0.1671,7458.0,0.3162,6857.0,0.2907,3273.0,0.1388,1784.0,0.0756,2141.0,0.0908,1222.0,0.0518,665.0,0.0282,23588.0,1.0,23588.0
Lowan,197.0,0.0153,222.0,0.0173,63.0,0.0049,38.0,0.003,45.0,0.0035,12.0,0.0009,6.0,0.0005,728.0,0.0566,54.0,0.0042,28.0,0.0022,13.0,0.001,5.0,0.0004,11.0,0.0009,0.0,0.0,0.0,0.0,241.0,0.0187,97.0,0.0075,93.0,0.0072,32.0,0.0025,15.0,0.0012,25.0,0.0019,0.0,0.0,0.0,0.0,466.0,0.0362,2386.0,0.1856,2351.0,0.1828,1507.0,0.1172,998.0,0.0776,1245.0,0.0968,172.0,0.0134,8.0,0.0006,8738.0,0.6795,10.0,0.0008,7.0,0.0005,0.0,0.0,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.003,2835.0,0.2205,2830.0,0.2201,1728.0,0.1344,1164.0,0.0905,1387.0,0.1079,219.0,0.017,16.0,0.0012,10225.0,0.7952,7.0,0.0005,20.0,0.0016,0.0,0.0,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,54.0,0.0042,8.0,0.0006,13.0,0.001,16.0,0.0012,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,124.0,0.0096,4.0,0.0003,3.0,0.0002,7.0,0.0005,7.0,0.0005,3.0,0.0002,0.0,0.0,0.0,0.0,37.0,0.0029,418.0,0.0325,582.0,0.0453,427.0,0.0332,237.0,0.0184,268.0,0.0208,22.0,0.0017,0.0,0.0,2296.0,0.1786,3.0,0.0002,10.0,0.0008,0.0,0.0,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0026,495.0,0.0385,690.0,0.0537,491.0,0.0382,334.0,0.026,355.0,0.0276,43.0,0.0033,0.0,0.0,2619.0,0.2037,3380.0,0.2629,3571.0,0.2777,2253.0,0.1752,1563.0,0.1215,1744.0,0.1356,313.0,0.0243,21.0,0.0016,12859.0,1.0,12859.0
Macedon,116.0,0.008,146.0,0.0101,76.0,0.0052,51.0,0.0035,77.0,0.0053,6.0,0.0004,4.0,0.0003,706.0,0.0487,214.0,0.0148,293.0,0.0202,191.0,0.0132,96.0,0.0066,125.0,0.0086,30.0,0.0021,0.0,0.0,1169.0,0.0806,200.0,0.0138,297.0,0.0205,116.0,0.008,75.0,0.0052,58.0,0.004,7.0,0.0005,3.0,0.0002,949.0,0.0654,2238.0,0.1543,2704.0,0.1865,1542.0,0.1063,1043.0,0.0719,1383.0,0.0954,507.0,0.035,140.0,0.0097,9554.0,0.6589,4.0,0.0003,3.0,0.0002,0.0,0.0,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,38.0,0.0026,2891.0,0.1994,3521.0,0.2428,2026.0,0.1397,1348.0,0.093,1824.0,0.1258,621.0,0.0428,223.0,0.0154,12501.0,0.8621,0.0,0.0,9.0,0.0006,0.0,0.0,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,71.0,0.0049,9.0,0.0006,42.0,0.0029,28.0,0.0019,14.0,0.001,12.0,0.0008,4.0,0.0003,0.0,0.0,230.0,0.0159,7.0,0.0005,12.0,0.0008,18.0,0.0012,6.0,0.0004,8.0,0.0006,4.0,0.0003,0.0,0.0,150.0,0.0103,160.0,0.011,355.0,0.0245,205.0,0.0141,175.0,0.0121,226.0,0.0156,53.0,0.0037,31.0,0.0021,1458.0,0.1005,6.0,0.0004,0.0,0.0,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0026,223.0,0.0154,495.0,0.0341,365.0,0.0252,284.0,0.0196,327.0,0.0226,104.0,0.0072,36.0,0.0025,1990.0,0.1372,3165.0,0.2183,4055.0,0.2796,2406.0,0.1659,1588.0,0.1095,2181.0,0.1504,762.0,0.0525,285.0,0.0197,14501.0,1.0,14501.0
Malvern,545.0,0.0427,544.0,0.0426,215.0,0.0168,100.0,0.0078,161.0,0.0126,143.0,0.0112,63.0,0.0049,2081.0,0.1629,227.0,0.0178,226.0,0.0177,128.0,0.01,66.0,0.0052,123.0,0.0096,70.0,0.0055,28.0,0.0022,1225.0,0.0959,282.0,0.0221,240.0,0.0188,116.0,0.0091,80.0,0.0063,117.0,0.0092,67.0,0.0052,31.0,0.0024,1260.0,0.0987,1267.0,0.0992,1307.0,0.1023,932.0,0.073,718.0,0.0562,1058.0,0.0828,737.0,0.0577,375.0,0.0294,6636.0,0.5196,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0004,0.0,0.0,15.0,0.0012,2359.0,0.1847,2483.0,0.1944,1554.0,0.1217,1113.0,0.0872,1617.0,0.1266,1186.0,0.0929,631.0,0.0494,11047.0,0.865,10.0,0.0008,52.0,0.0041,30.0,0.0023,23.0,0.0018,31.0,0.0024,27.0,0.0021,9.0,0.0007,370.0,0.029,24.0,0.0019,14.0,0.0011,17.0,0.0013,8.0,0.0006,26.0,0.002,3.0,0.0002,15.0,0.0012,222.0,0.0174,8.0,0.0006,8.0,0.0006,10.0,0.0008,4.0,0.0003,6.0,0.0005,6.0,0.0005,0.0,0.0,139.0,0.0109,35.0,0.0027,99.0,0.0078,91.0,0.0071,50.0,0.0039,97.0,0.0076,95.0,0.0074,61.0,0.0048,898.0,0.0703,0.0,0.0,5.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0009,97.0,0.0076,240.0,0.0188,209.0,0.0164,124.0,0.0097,258.0,0.0202,225.0,0.0176,123.0,0.0096,1721.0,0.1348,2543.0,0.1991,2775.0,0.2173,1856.0,0.1453,1334.0,0.1045,1943.0,0.1521,1450.0,0.1135,743.0,0.0582,12771.0,1.0,12771.0
Melbourne,1502.0,0.1602,1001.0,0.1068,364.0,0.0388,214.0,0.0228,222.0,0.0237,160.0,0.0171,60.0,0.0064,3767.0,0.4019,176.0,0.0188,108.0,0.0115,72.0,0.0077,20.0,0.0021,41.0,0.0044,3.0,0.0003,0.0,0.0,598.0,0.0638,342.0,0.0365,170.0,0.0181,61.0,0.0065,19.0,0.002,39.0,0.0042,9.0,0.001,0.0,0.0,820.0,0.0875,520.0,0.0555,421.0,0.0449,198.0,0.0211,122.0,0.013,162.0,0.0173,98.0,0.0105,39.0,0.0042,1836.0,0.1959,0.0,0.0,11.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0006,2669.0,0.2848,1872.0,0.1997,775.0,0.0827,475.0,0.0507,568.0,0.0606,356.0,0.038,127.0,0.0135,7207.0,0.7689,124.0,0.0132,208.0,0.0222,109.0,0.0116,70.0,0.0075,166.0,0.0177,164.0,0.0175,104.0,0.0111,1308.0,0.1395,7.0,0.0007,10.0,0.0011,0.0,0.0,11.0,0.0012,9.0,0.001,0.0,0.0,0.0,0.0,111.0,0.0118,3.0,0.0003,18.0,0.0019,4.0,0.0004,0.0,0.0,11.0,0.0012,4.0,0.0004,0.0,0.0,155.0,0.0165,7.0,0.0007,61.0,0.0065,32.0,0.0034,3.0,0.0003,37.0,0.0039,7.0,0.0007,4.0,0.0004,312.0,0.0333,11.0,0.0012,25.0,0.0027,13.0,0.0014,0.0,0.0,4.0,0.0004,0.0,0.0,0.0,0.0,65.0,0.0069,252.0,0.0269,383.0,0.0409,195.0,0.0208,150.0,0.016,280.0,0.0299,240.0,0.0256,142.0,0.0151,2158.0,0.2302,3019.0,0.3221,2255.0,0.2406,1040.0,0.111,704.0,0.0751,896.0,0.0956,676.0,0.0721,323.0,0.0345,9373.0,1.0,9373.0
Melton,3004.0,0.1291,2725.0,0.1171,1183.0,0.0508,654.0,0.0281,700.0,0.0301,346.0,0.0149,139.0,0.006,8922.0,0.3833,317.0,0.0136,239.0,0.0103,95.0,0.0041,29.0,0.0012,63.0,0.0027,18.0,0.0008,1.0,0.0,1026.0,0.0441,251.0,0.0108,312.0,0.0134,96.0,0.0041,51.0,0.0022,67.0,0.0029,3.0,0.0001,0.0,0.0,1037.0,0.0446,2053.0,0.0882,1969.0,0.0846,1036.0,0.0445,678.0,0.0291,740.0,0.0318,203.0,0.0087,89.0,0.0038,6870.0,0.2952,3.0,0.0001,12.0,0.0005,6.0,0.0003,3.0,0.0001,4.0,0.0002,0.0,0.0,0.0,0.0,70.0,0.003,5724.0,0.2459,5281.0,0.2269,2548.0,0.1095,1525.0,0.0655,1708.0,0.0734,663.0,0.0285,314.0,0.0135,18005.0,0.7735,269.0,0.0116,362.0,0.0156,201.0,0.0086,113.0,0.0049,160.0,0.0069,34.0,0.0015,26.0,0.0011,1431.0,0.0615,66.0,0.0028,100.0,0.0043,33.0,0.0014,32.0,0.0014,35.0,0.0015,4.0,0.0002,0.0,0.0,441.0,0.0189,34.0,0.0015,33.0,0.0014,8.0,0.0003,1.0,0.0,15.0,0.0006,0.0,0.0,0.0,0.0,240.0,0.0103,704.0,0.0302,849.0,0.0365,457.0,0.0196,211.0,0.0091,325.0,0.014,49.0,0.0021,10.0,0.0004,2974.0,0.1278,14.0,0.0006,16.0,0.0007,7.0,0.0003,5.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0042,1191.0,0.0512,1539.0,0.0661,863.0,0.0371,532.0,0.0229,716.0,0.0308,165.0,0.0071,58.0,0.0025,5237.0,0.225,6970.0,0.2995,6855.0,0.2945,3482.0,0.1496,2154.0,0.0925,2390.0,0.1027,899.0,0.0386,415.0,0.0178,23276.0,1.0,23276.0
Mildura,408.0,0.0292,366.0,0.0262,155.0,0.0111,99.0,0.0071,150.0,0.0107,18.0,0.0013,6.0,0.0004,1409.0,0.1009,99.0,0.0071,94.0,0.0067,39.0,0.0028,3.0,0.0002,34.0,0.0024,3.0,0.0002,0.0,0.0,410.0,0.0293,144.0,0.0103,92.0,0.0066,27.0,0.0019,21.0,0.0015,26.0,0.0019,0.0,0.0,0.0,0.0,484.0,0.0346,2200.0,0.1575,2245.0,0.1607,1490.0,0.1066,946.0,0.0677,1067.0,0.0764,191.0,0.0137,37.0,0.0026,8345.0,0.5973,6.0,0.0004,17.0,0.0012,7.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0052,2946.0,0.2109,2936.0,0.2101,1832.0,0.1311,1145.0,0.082,1387.0,0.0993,311.0,0.0223,49.0,0.0035,10689.0,0.7651,29.0,0.0021,22.0,0.0016,15.0,0.0011,3.0,0.0002,12.0,0.0009,0.0,0.0,3.0,0.0002,187.0,0.0134,21.0,0.0015,37.0,0.0026,7.0,0.0005,8.0,0.0006,4.0,0.0003,0.0,0.0,0.0,0.0,166.0,0.0119,7.0,0.0005,13.0,0.0009,9.0,0.0006,7.0,0.0005,8.0,0.0006,0.0,0.0,0.0,0.0,79.0,0.0057,473.0,0.0339,773.0,0.0553,480.0,0.0344,325.0,0.0233,344.0,0.0246,38.0,0.0027,0.0,0.0,2684.0,0.1921,7.0,0.0005,10.0,0.0007,5.0,0.0004,3.0,0.0002,7.0,0.0005,0.0,0.0,0.0,0.0,73.0,0.0052,608.0,0.0435,946.0,0.0677,573.0,0.041,415.0,0.0297,439.0,0.0314,57.0,0.0041,3.0,0.0002,3288.0,0.2353,3582.0,0.2564,3882.0,0.2779,2437.0,0.1744,1596.0,0.1142,1882.0,0.1347,410.0,0.0293,76.0,0.0054,13971.0,1.0,13971.0
Mill Park,1624.0,0.096,1685.0,0.0997,861.0,0.0509,535.0,0.0316,655.0,0.0387,450.0,0.0266,246.0,0.0145,6220.0,0.3679,286.0,0.0169,302.0,0.0179,135.0,0.008,44.0,0.0026,105.0,0.0062,77.0,0.0046,11.0,0.0007,1263.0,0.0747,266.0,0.0157,218.0,0.0129,107.0,0.0063,52.0,0.0031,57.0,0.0034,16.0,0.0009,24.0,0.0014,972.0,0.0575,1338.0,0.0791,1345.0,0.0795,867.0,0.0513,548.0,0.0324,807.0,0.0477,370.0,0.0219,172.0,0.0102,5629.0,0.3329,0.0,0.0,5.0,0.0003,0.0,0.0,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,56.0,0.0033,3629.0,0.2146,3663.0,0.2166,2066.0,0.1222,1390.0,0.0822,1804.0,0.1067,1083.0,0.064,590.0,0.0349,14260.0,0.8433,65.0,0.0038,81.0,0.0048,56.0,0.0033,52.0,0.0031,78.0,0.0046,32.0,0.0019,10.0,0.0006,630.0,0.0373,21.0,0.0012,39.0,0.0023,28.0,0.0017,8.0,0.0005,15.0,0.0009,5.0,0.0003,3.0,0.0002,299.0,0.0177,23.0,0.0014,36.0,0.0021,3.0,0.0002,7.0,0.0004,6.0,0.0004,10.0,0.0006,7.0,0.0004,167.0,0.0099,144.0,0.0085,316.0,0.0187,199.0,0.0118,147.0,0.0087,211.0,0.0125,80.0,0.0047,29.0,0.0017,1450.0,0.0858,3.0,0.0002,5.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0017,347.0,0.0205,628.0,0.0371,386.0,0.0228,337.0,0.0199,450.0,0.0266,216.0,0.0128,66.0,0.0039,2620.0,0.1549,4002.0,0.2367,4323.0,0.2557,2466.0,0.1458,1720.0,0.1017,2310.0,0.1366,1391.0,0.0823,721.0,0.0426,16909.0,1.0,16909.0
