district,Buddhism_M_n,Buddhism_M_pc,Buddhism_F_n,Buddhism_F_pc,Buddhism_P_n,Buddhism_P_pc,Christianity_Anglican_M_n,Christianity_Anglican_M_pc,Christianity_Anglican_F_n,Christianity_Anglican_F_pc,Christianity_Anglican_P_n,Christianity_Anglican_P_pc,Christianity_Asyrin_Apstlic_M_n,Christianity_Asyrin_Apstlic_M_pc,Christianity_Asyrin_Apstlic_F_n,Christianity_Asyrin_Apstlic_F_pc,Christianity_Asyrin_Apstlic_P_n,Christianity_Asyrin_Apstlic_P_pc,Christianity_Baptist_M_n,Christianity_Baptist_M_pc,Christianity_Baptist_F_n,Christianity_Baptist_F_pc,Christianity_Baptist_P_n,Christianity_Baptist_P_pc,Christianity_Brethren_M_n,Christianity_Brethren_M_pc,Christianity_Brethren_F_n,Christianity_Brethren_F_pc,Christianity_Brethren_P_n,Christianity_Brethren_P_pc,Christianity_Catholic_M_n,Christianity_Catholic_M_pc,Christianity_Catholic_F_n,Christianity_Catholic_F_pc,Christianity_Catholic_P_n,Christianity_Catholic_P_pc,Christianity_Church_Christ_M_n,Christianity_Church_Christ_M_pc,Christianity_Church_Christ_F_n,Christianity_Church_Christ_F_pc,Christianity_Church_Christ_P_n,Christianity_Church_Christ_P_pc,Christianity_Eastrn_Orthdox_M_n,Christianity_Eastrn_Orthdox_M_pc,Christianity_Eastrn_Orthdox_F_n,Christianity_Eastrn_Orthdox_F_pc,Christianity_Eastrn_Orthdox_P_n,Christianity_Eastrn_Orthdox_P_pc,Christinty_Jehvahs_Witnses_M_n,Christinty_Jehvahs_Witnses_M_pc,Christinty_Jehvahs_Witnses_F_n,Christinty_Jehvahs_Witnses_F_pc,Christinty_Jehvahs_Witnses_P_n,Christinty_Jehvahs_Witnses_P_pc,Christianity_Lattr_day_Snts_M_n,Christianity_Lattr_day_Snts_M_pc,Christianity_Lattr_day_Snts_F_n,Christianity_Lattr_day_Snts_F_pc,Christianity_Lattr_day_Snts_P_n,Christianity_Lattr_day_Snts_P_pc,Christianity_Lutheran_M_n,Christianity_Lutheran_M_pc,Christianity_Lutheran_F_n,Christianity_Lutheran_F_pc,Christianity_Lutheran_P_n,Christianity_Lutheran_P_pc,Christianity_Orintal_Orthdx_M_n,Christianity_Orintal_Orthdx_M_pc,Christianity_Orintal_Orthdx_F_n,Christianity_Orintal_Orthdx_F_pc,Christianity_Orintal_Orthdx_P_n,Christianity_Orintal_Orthdx_P_pc,Christianity_Othr_Protestnt_M_n,Christianity_Othr_Protestnt_M_pc,Christianity_Othr_Protestnt_F_n,Christianity_Othr_Protestnt_F_pc,Christianity_Othr_Protestnt_P_n,Christianity_Othr_Protestnt_P_pc,Christianity_Pentecostal_M_n,Christianity_Pentecostal_M_pc,Christianity_Pentecostal_F_n,Christianity_Pentecostal_F_pc,Christianity_Pentecostal_P_n,Christianity_Pentecostal_P_pc,Christinty_Prsbytrin_Refrmd_M_n,Christinty_Prsbytrin_Refrmd_M_pc,Christinty_Prsbytrin_Refrmd_F_n,Christinty_Prsbytrin_Refrmd_F_pc,Christinty_Prsbytrin_Refrmd_P_n,Christinty_Prsbytrin_Refrmd_P_pc,Christianity_Salvation_Army_M_n,Christianity_Salvation_Army_M_pc,Christianity_Salvation_Army_F_n,Christianity_Salvation_Army_F_pc,Christianity_Salvation_Army_P_n,Christianity_Salvation_Army_P_pc,Christnty_Sevnth_dy_Advntst_M_n,Christnty_Sevnth_dy_Advntst_M_pc,Christnty_Sevnth_dy_Advntst_F_n,Christnty_Sevnth_dy_Advntst_F_pc,Christnty_Sevnth_dy_Advntst_P_n,Christnty_Sevnth_dy_Advntst_P_pc,Christianity_Uniting_Church_M_n,Christianity_Uniting_Church_M_pc,Christianity_Uniting_Church_F_n,Christianity_Uniting_Church_F_pc,Christianity_Uniting_Church_P_n,Christianity_Uniting_Church_P_pc,Christianity_Christian_nfd_M_n,Christianity_Christian_nfd_M_pc,Christianity_Christian_nfd_F_n,Christianity_Christian_nfd_F_pc,Christianity_Christian_nfd_P_n,Christianity_Christian_nfd_P_pc,Christianity_Othr_Christian_M_n,Christianity_Othr_Christian_M_pc,Christianity_Othr_Christian_F_n,Christianity_Othr_Christian_F_pc,Christianity_Othr_Christian_P_n,Christianity_Othr_Christian_P_pc,Christianity_Tot_M_n,Christianity_Tot_M_pc,Christianity_Tot_F_n,Christianity_Tot_F_pc,Christianity_Tot_P_n,Christianity_Tot_P_pc,Hinduism_M_n,Hinduism_M_pc,Hinduism_F_n,Hinduism_F_pc,Hinduism_P_n,Hinduism_P_pc,Islam_M_n,Islam_M_pc,Islam_F_n,Islam_F_pc,Islam_P_n,Islam_P_pc,Judaism_M_n,Judaism_M_pc,Judaism_F_n,Judaism_F_pc,Judaism_P_n,Judaism_P_pc,Othr_Rel_Aust_Abor_Trad_Rel_M_n,Othr_Rel_Aust_Abor_Trad_Rel_M_pc,Othr_Rel_Aust_Abor_Trad_Rel_F_n,Othr_Rel_Aust_Abor_Trad_Rel_F_pc,Othr_Rel_Aust_Abor_Trad_Rel_P_n,Othr_Rel_Aust_Abor_Trad_Rel_P_pc,Othr_Rel_Sikhism_M_n,Othr_Rel_Sikhism_M_pc,Othr_Rel_Sikhism_F_n,Othr_Rel_Sikhism_F_pc,Othr_Rel_Sikhism_P_n,Othr_Rel_Sikhism_P_pc,Othr_Reln_Other_reln_groups_M_n,Othr_Reln_Other_reln_groups_M_pc,Othr_Reln_Other_reln_groups_F_n,Othr_Reln_Other_reln_groups_F_pc,Othr_Reln_Other_reln_groups_P_n,Othr_Reln_Other_reln_groups_P_pc,Other_Religions_Tot_M_n,Other_Religions_Tot_M_pc,Other_Religions_Tot_F_n,Other_Religions_Tot_F_pc,Other_Religions_Tot_P_n,Other_Religions_Tot_P_pc,SB_OSB_NRA_NR_M_n,SB_OSB_NRA_NR_M_pc,SB_OSB_NRA_NR_F_n,SB_OSB_NRA_NR_F_pc,SB_OSB_NRA_NR_P_n,SB_OSB_NRA_NR_P_pc,SB_OSB_NRA_SB_M_n,SB_OSB_NRA_SB_M_pc,SB_OSB_NRA_SB_F_n,SB_OSB_NRA_SB_F_pc,SB_OSB_NRA_SB_P_n,SB_OSB_NRA_SB_P_pc,SB_OSB_NRA_OSB_M_n,SB_OSB_NRA_OSB_M_pc,SB_OSB_NRA_OSB_F_n,SB_OSB_NRA_OSB_F_pc,SB_OSB_NRA_OSB_P_n,SB_OSB_NRA_OSB_P_pc,SB_OSB_NRA_Tot_M_n,SB_OSB_NRA_Tot_M_pc,SB_OSB_NRA_Tot_F_n,SB_OSB_NRA_Tot_F_pc,SB_OSB_NRA_Tot_P_n,SB_OSB_NRA_Tot_P_pc,Religious_affiliation_ns_M_n,Religious_affiliation_ns_M_pc,Religious_affiliation_ns_F_n,Religious_affiliation_ns_F_pc,Religious_affiliation_ns_P_n,Religious_affiliation_ns_P_pc,Tot_M_n,Tot_M_pc,Tot_F_n,Tot_F_pc,Tot_P_n,Tot_P_pc,Tot_P_total
Murray Plains,156.0,0.0024,208.0,0.0032,437.0,0.0067,3391.0,0.0523,4011.0,0.0618,7480.0,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0056,385.0,0.0059,808.0,0.0125,149.0,0.0023,127.0,0.002,269.0,0.0041,6208.0,0.0957,7030.0,0.1083,13246.0,0.2041,80.0,0.0012,91.0,0.0014,167.0,0.0026,41.0,0.0006,33.0,0.0005,106.0,0.0016,12.0,0.0002,26.0,0.0004,76.0,0.0012,13.0,0.0002,13.0,0.0002,51.0,0.0008,38.0,0.0006,62.0,0.001,121.0,0.0019,7.0,0.0001,0.0,0.0,17.0,0.0003,32.0,0.0005,46.0,0.0007,108.0,0.0017,237.0,0.0037,223.0,0.0034,517.0,0.008,866.0,0.0133,954.0,0.0147,1824.0,0.0281,15.0,0.0002,65.0,0.001,110.0,0.0017,7.0,0.0001,7.0,0.0001,42.0,0.0006,1995.0,0.0307,2571.0,0.0396,4572.0,0.0705,578.0,0.0089,611.0,0.0094,1220.0,0.0188,5.0,0.0001,3.0,0.0,14.0,0.0002,14409.0,0.2221,16656.0,0.2567,31080.0,0.479,121.0,0.0019,98.0,0.0015,240.0,0.0037,282.0,0.0043,212.0,0.0033,535.0,0.0082,5.0,0.0001,5.0,0.0001,4.0,0.0001,5.0,0.0001,0.0,0.0,5.0,0.0001,122.0,0.0019,123.0,0.0019,242.0,0.0037,12.0,0.0002,45.0,0.0007,65.0,0.001,141.0,0.0022,171.0,0.0026,329.0,0.0051,13738.0,0.2117,12683.0,0.1955,26389.0,0.4067,13.0,0.0002,15.0,0.0002,54.0,0.0008,7.0,0.0001,23.0,0.0004,36.0,0.0006,13816.0,0.2129,12748.0,0.1965,26555.0,0.4092,2870.0,0.0442,2700.0,0.0416,5609.0,0.0864,32003.0,0.4932,32900.0,0.507,64888.0,1.0,64888.0
Narracan,166.0,0.0024,264.0,0.0039,470.0,0.0069,3296.0,0.0484,4045.0,0.0594,7338.0,0.1077,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0059,406.0,0.006,859.0,0.0126,53.0,0.0008,48.0,0.0007,140.0,0.0021,5742.0,0.0843,6301.0,0.0925,12021.0,0.1765,27.0,0.0004,41.0,0.0006,94.0,0.0014,96.0,0.0014,117.0,0.0017,264.0,0.0039,106.0,0.0016,106.0,0.0016,251.0,0.0037,72.0,0.0011,31.0,0.0005,130.0,0.0019,35.0,0.0005,34.0,0.0005,115.0,0.0017,6.0,0.0001,7.0,0.0001,18.0,0.0003,231.0,0.0034,248.0,0.0036,505.0,0.0074,190.0,0.0028,240.0,0.0035,459.0,0.0067,824.0,0.0121,1007.0,0.0148,1802.0,0.0265,17.0,0.0002,43.0,0.0006,90.0,0.0013,61.0,0.0009,57.0,0.0008,136.0,0.002,1013.0,0.0149,1328.0,0.0195,2356.0,0.0346,794.0,0.0117,986.0,0.0145,1794.0,0.0263,3.0,0.0,23.0,0.0003,31.0,0.0005,13322.0,0.1956,15484.0,0.2273,28786.0,0.4226,81.0,0.0012,85.0,0.0012,210.0,0.0031,86.0,0.0013,86.0,0.0013,201.0,0.003,3.0,0.0,3.0,0.0,25.0,0.0004,0.0,0.0,3.0,0.0,0.0,0.0,69.0,0.001,58.0,0.0009,142.0,0.0021,27.0,0.0004,64.0,0.0009,158.0,0.0023,106.0,0.0016,147.0,0.0022,304.0,0.0045,16577.0,0.2434,15853.0,0.2328,32404.0,0.4758,70.0,0.001,69.0,0.001,149.0,0.0022,8.0,0.0001,40.0,0.0006,60.0,0.0009,16697.0,0.2451,15983.0,0.2347,32719.0,0.4804,2653.0,0.039,2609.0,0.0383,5280.0,0.0775,33248.0,0.4881,34889.0,0.5122,68111.0,1.0,68111.0
Narre Warren North,1658.0,0.021,1943.0,0.0246,3725.0,0.0472,1648.0,0.0209,2067.0,0.0262,3699.0,0.0469,3.0,0.0,6.0,0.0001,13.0,0.0002,609.0,0.0077,717.0,0.0091,1364.0,0.0173,13.0,0.0002,8.0,0.0001,20.0,0.0003,8324.0,0.1056,8988.0,0.114,17328.0,0.2198,15.0,0.0002,38.0,0.0005,72.0,0.0009,1710.0,0.0217,1764.0,0.0224,3426.0,0.0434,60.0,0.0008,135.0,0.0017,254.0,0.0032,145.0,0.0018,100.0,0.0013,248.0,0.0031,33.0,0.0004,41.0,0.0005,129.0,0.0016,285.0,0.0036,331.0,0.0042,653.0,0.0083,128.0,0.0016,111.0,0.0014,282.0,0.0036,654.0,0.0083,758.0,0.0096,1389.0,0.0176,398.0,0.005,503.0,0.0064,947.0,0.012,13.0,0.0002,34.0,0.0004,74.0,0.0009,77.0,0.001,82.0,0.001,214.0,0.0027,465.0,0.0059,647.0,0.0082,1255.0,0.0159,1417.0,0.018,1496.0,0.019,2895.0,0.0367,17.0,0.0002,8.0,0.0001,59.0,0.0007,16484.0,0.2091,18216.0,0.231,34641.0,0.4393,1314.0,0.0167,1239.0,0.0157,2571.0,0.0326,5068.0,0.0643,4757.0,0.0603,9793.0,0.1242,21.0,0.0003,13.0,0.0002,43.0,0.0005,0.0,0.0,0.0,0.0,4.0,0.0001,551.0,0.007,459.0,0.0058,1066.0,0.0135,157.0,0.002,174.0,0.0022,358.0,0.0045,752.0,0.0095,716.0,0.0091,1472.0,0.0187,11106.0,0.1408,10140.0,0.1286,21203.0,0.2689,52.0,0.0007,26.0,0.0003,101.0,0.0013,8.0,0.0001,24.0,0.0003,59.0,0.0007,11263.0,0.1428,10209.0,0.1295,21465.0,0.2722,2625.0,0.0333,2482.0,0.0315,5025.0,0.0637,39289.0,0.4983,39551.0,0.5016,78850.0,1.0,78850.0
Narre Warren South,2659.0,0.0295,2899.0,0.0321,5564.0,0.0616,1652.0,0.0183,2004.0,0.0222,3703.0,0.041,7.0,0.0001,0.0,0.0,17.0,0.0002,487.0,0.0054,508.0,0.0056,1073.0,0.0119,0.0,0.0,0.0,0.0,7.0,0.0001,8863.0,0.0982,9393.0,0.1041,18182.0,0.2014,27.0,0.0003,35.0,0.0004,85.0,0.0009,946.0,0.0105,1043.0,0.0116,1988.0,0.022,38.0,0.0004,77.0,0.0009,151.0,0.0017,222.0,0.0025,268.0,0.003,502.0,0.0056,20.0,0.0002,35.0,0.0004,102.0,0.0011,220.0,0.0024,249.0,0.0028,462.0,0.0051,220.0,0.0024,238.0,0.0026,548.0,0.0061,770.0,0.0085,766.0,0.0085,1550.0,0.0172,478.0,0.0053,534.0,0.0059,1008.0,0.0112,14.0,0.0002,25.0,0.0003,33.0,0.0004,176.0,0.0019,194.0,0.0021,419.0,0.0046,395.0,0.0044,544.0,0.006,1020.0,0.0113,1563.0,0.0173,1702.0,0.0189,3346.0,0.0371,23.0,0.0003,29.0,0.0003,70.0,0.0008,16445.0,0.1822,18054.0,0.2,34563.0,0.3829,2704.0,0.03,2563.0,0.0284,5276.0,0.0584,7326.0,0.0812,6811.0,0.0755,14090.0,0.1561,22.0,0.0002,18.0,0.0002,43.0,0.0005,0.0,0.0,3.0,0.0,8.0,0.0001,1606.0,0.0178,1379.0,0.0153,3028.0,0.0335,123.0,0.0014,122.0,0.0014,332.0,0.0037,1812.0,0.0201,1568.0,0.0174,3350.0,0.0371,11529.0,0.1277,10469.0,0.116,21943.0,0.2431,19.0,0.0002,38.0,0.0004,96.0,0.0011,17.0,0.0002,46.0,0.0005,74.0,0.0008,11636.0,0.1289,10573.0,0.1171,22173.0,0.2456,2763.0,0.0306,2483.0,0.0275,5181.0,0.0574,45344.0,0.5023,44966.0,0.4981,90266.0,1.0,90266.0
Nepean,129.0,0.0021,236.0,0.0038,451.0,0.0073,3292.0,0.053,4244.0,0.0683,7576.0,0.1219,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.004,306.0,0.0049,615.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,5383.0,0.0866,5958.0,0.0959,11310.0,0.182,30.0,0.0005,48.0,0.0008,102.0,0.0016,676.0,0.0109,667.0,0.0107,1431.0,0.023,143.0,0.0023,180.0,0.0029,367.0,0.0059,22.0,0.0004,40.0,0.0006,67.0,0.0011,32.0,0.0005,37.0,0.0006,113.0,0.0018,7.0,0.0001,11.0,0.0002,25.0,0.0004,22.0,0.0004,43.0,0.0007,94.0,0.0015,37.0,0.0006,37.0,0.0006,125.0,0.002,582.0,0.0094,642.0,0.0103,1216.0,0.0196,22.0,0.0004,40.0,0.0006,81.0,0.0013,0.0,0.0,4.0,0.0001,14.0,0.0002,728.0,0.0117,1089.0,0.0175,1909.0,0.0307,377.0,0.0061,492.0,0.0079,924.0,0.0149,0.0,0.0,3.0,0.0,22.0,0.0004,12045.0,0.1938,14245.0,0.2292,26331.0,0.4237,41.0,0.0007,27.0,0.0004,96.0,0.0015,29.0,0.0005,38.0,0.0006,113.0,0.0018,56.0,0.0009,42.0,0.0007,95.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0001,17.0,0.0003,34.0,0.0005,19.0,0.0003,60.0,0.001,97.0,0.0016,31.0,0.0005,69.0,0.0011,136.0,0.0022,14759.0,0.2375,14025.0,0.2257,28797.0,0.4634,57.0,0.0009,58.0,0.0009,139.0,0.0022,7.0,0.0001,57.0,0.0009,104.0,0.0017,14898.0,0.2397,14234.0,0.229,29112.0,0.4685,2823.0,0.0454,2845.0,0.0458,5683.0,0.0914,30206.0,0.4861,31907.0,0.5134,62145.0,1.0,62145.0
Niddrie,740.0,0.0107,1041.0,0.0151,1768.0,0.0256,1441.0,0.0209,1852.0,0.0268,3291.0,0.0477,19.0,0.0003,17.0,0.0002,41.0,0.0006,185.0,0.0027,247.0,0.0036,470.0,0.0068,0.0,0.0,0.0,0.0,4.0,0.0001,14417.0,0.2088,15801.0,0.2289,30269.0,0.4384,12.0,0.0002,17.0,0.0002,36.0,0.0005,2542.0,0.0368,2681.0,0.0388,5202.0,0.0753,30.0,0.0004,45.0,0.0007,114.0,0.0017,3.0,0.0,14.0,0.0002,24.0,0.0003,27.0,0.0004,37.0,0.0005,87.0,0.0013,158.0,0.0023,191.0,0.0028,365.0,0.0053,46.0,0.0007,24.0,0.0003,103.0,0.0015,168.0,0.0024,213.0,0.0031,458.0,0.0066,246.0,0.0036,336.0,0.0049,612.0,0.0089,4.0,0.0001,7.0,0.0001,25.0,0.0004,0.0,0.0,10.0,0.0001,32.0,0.0005,489.0,0.0071,684.0,0.0099,1222.0,0.0177,625.0,0.0091,744.0,0.0108,1389.0,0.0201,11.0,0.0002,13.0,0.0002,35.0,0.0005,20693.0,0.2997,23324.0,0.3378,44076.0,0.6384,540.0,0.0078,513.0,0.0074,1079.0,0.0156,899.0,0.013,860.0,0.0125,1851.0,0.0268,3.0,0.0,0.0,0.0,14.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0015,107.0,0.0015,226.0,0.0033,36.0,0.0005,55.0,0.0008,121.0,0.0018,165.0,0.0024,190.0,0.0028,374.0,0.0054,8800.0,0.1275,7844.0,0.1136,16711.0,0.242,55.0,0.0008,14.0,0.0002,94.0,0.0014,0.0,0.0,16.0,0.0002,27.0,0.0004,8895.0,0.1288,7932.0,0.1149,16855.0,0.2441,1557.0,0.0226,1565.0,0.0227,3050.0,0.0442,33632.0,0.4871,35439.0,0.5133,69042.0,1.0,69042.0
Northcote,464.0,0.0069,721.0,0.0107,1182.0,0.0175,921.0,0.0137,1070.0,0.0159,1979.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0009,83.0,0.0012,206.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,4926.0,0.073,5959.0,0.0883,10957.0,0.1624,7.0,0.0001,10.0,0.0001,28.0,0.0004,2886.0,0.0428,3113.0,0.0462,5940.0,0.0881,27.0,0.0004,43.0,0.0006,103.0,0.0015,0.0,0.0,0.0,0.0,6.0,0.0001,11.0,0.0002,20.0,0.0003,77.0,0.0011,10.0,0.0001,17.0,0.0003,54.0,0.0008,17.0,0.0003,35.0,0.0005,63.0,0.0009,27.0,0.0004,38.0,0.0006,129.0,0.0019,107.0,0.0016,115.0,0.0017,295.0,0.0044,4.0,0.0001,15.0,0.0002,39.0,0.0006,3.0,0.0,6.0,0.0001,19.0,0.0003,207.0,0.0031,405.0,0.006,642.0,0.0095,337.0,0.005,557.0,0.0083,930.0,0.0138,3.0,0.0,0.0,0.0,16.0,0.0002,9948.0,0.1475,11776.0,0.1746,21706.0,0.3218,352.0,0.0052,275.0,0.0041,664.0,0.0098,488.0,0.0072,453.0,0.0067,964.0,0.0143,90.0,0.0013,116.0,0.0017,228.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0003,24.0,0.0004,70.0,0.001,72.0,0.0011,90.0,0.0013,215.0,0.0032,124.0,0.0018,142.0,0.0021,303.0,0.0045,18506.0,0.2744,19648.0,0.2913,38067.0,0.5644,250.0,0.0037,221.0,0.0033,498.0,0.0074,48.0,0.0007,115.0,0.0017,200.0,0.003,18854.0,0.2795,20034.0,0.297,38863.0,0.5762,1782.0,0.0264,1615.0,0.0239,3380.0,0.0501,32142.0,0.4765,35297.0,0.5233,67452.0,1.0,67452.0
Oakleigh,1863.0,0.0207,2263.0,0.0252,4138.0,0.046,1496.0,0.0166,1767.0,0.0197,3223.0,0.0358,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0033,351.0,0.0039,766.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,0.0831,8604.0,0.0957,16005.0,0.178,18.0,0.0002,20.0,0.0002,64.0,0.0007,4069.0,0.0452,4567.0,0.0508,8702.0,0.0968,44.0,0.0005,75.0,0.0008,159.0,0.0018,15.0,0.0002,11.0,0.0001,26.0,0.0003,17.0,0.0002,35.0,0.0004,75.0,0.0008,89.0,0.001,118.0,0.0013,248.0,0.0028,108.0,0.0012,134.0,0.0015,293.0,0.0033,214.0,0.0024,228.0,0.0025,497.0,0.0055,258.0,0.0029,329.0,0.0037,718.0,0.008,0.0,0.0,6.0,0.0001,6.0,0.0001,19.0,0.0002,33.0,0.0004,80.0,0.0009,400.0,0.0044,663.0,0.0074,1182.0,0.0131,664.0,0.0074,919.0,0.0102,1626.0,0.0181,8.0,0.0001,12.0,0.0001,21.0,0.0002,15794.0,0.1756,18356.0,0.2041,34099.0,0.3792,4376.0,0.0487,3170.0,0.0353,7589.0,0.0844,1182.0,0.0131,904.0,0.0101,2115.0,0.0235,891.0,0.0099,1046.0,0.0116,1961.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0045,285.0,0.0032,744.0,0.0083,139.0,0.0015,155.0,0.0017,399.0,0.0044,585.0,0.0065,523.0,0.0058,1181.0,0.0131,17080.0,0.1899,15670.0,0.1743,32815.0,0.3649,113.0,0.0013,90.0,0.001,292.0,0.0032,19.0,0.0002,41.0,0.0005,54.0,0.0006,17413.0,0.1936,15911.0,0.1769,33345.0,0.3708,2917.0,0.0324,2525.0,0.0281,5484.0,0.061,45155.0,0.5022,44812.0,0.4983,89923.0,1.0,89923.0
Ovens Valley,191.0,0.003,251.0,0.004,515.0,0.0081,3430.0,0.0542,4035.0,0.0638,7446.0,0.1177,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0023,163.0,0.0026,389.0,0.0062,52.0,0.0008,31.0,0.0005,97.0,0.0015,7166.0,0.1133,7922.0,0.1253,15147.0,0.2395,27.0,0.0004,28.0,0.0004,79.0,0.0012,73.0,0.0012,74.0,0.0012,190.0,0.003,66.0,0.001,102.0,0.0016,190.0,0.003,9.0,0.0001,8.0,0.0001,31.0,0.0005,47.0,0.0007,81.0,0.0013,188.0,0.003,0.0,0.0,0.0,0.0,3.0,0.0,55.0,0.0009,84.0,0.0013,192.0,0.003,139.0,0.0022,196.0,0.0031,389.0,0.0062,676.0,0.0107,722.0,0.0114,1427.0,0.0226,16.0,0.0003,31.0,0.0005,82.0,0.0013,20.0,0.0003,27.0,0.0004,79.0,0.0012,1248.0,0.0197,1678.0,0.0265,2945.0,0.0466,477.0,0.0075,582.0,0.0092,1096.0,0.0173,9.0,0.0001,0.0,0.0,13.0,0.0002,14074.0,0.2225,16298.0,0.2577,30327.0,0.4795,139.0,0.0022,137.0,0.0022,294.0,0.0046,145.0,0.0023,86.0,0.0014,272.0,0.0043,7.0,0.0001,5.0,0.0001,17.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0016,88.0,0.0014,197.0,0.0031,33.0,0.0005,54.0,0.0009,131.0,0.0021,147.0,0.0023,163.0,0.0026,357.0,0.0056,13436.0,0.2125,12628.0,0.1997,26137.0,0.4133,20.0,0.0003,20.0,0.0003,82.0,0.0013,4.0,0.0001,10.0,0.0002,54.0,0.0009,13593.0,0.2149,12696.0,0.2007,26362.0,0.4168,2575.0,0.0407,2426.0,0.0384,5026.0,0.0795,31062.0,0.4912,32220.0,0.5095,63243.0,1.0,63243.0
Pakenham,1116.0,0.0146,1252.0,0.0164,2386.0,0.0312,2212.0,0.029,2745.0,0.0359,4967.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,729.0,0.0095,877.0,0.0115,1702.0,0.0223,28.0,0.0004,21.0,0.0003,54.0,0.0007,6161.0,0.0807,7149.0,0.0936,13269.0,0.1737,43.0,0.0006,43.0,0.0006,102.0,0.0013,382.0,0.005,377.0,0.0049,814.0,0.0107,69.0,0.0009,66.0,0.0009,156.0,0.002,92.0,0.0012,95.0,0.0012,224.0,0.0029,38.0,0.0005,77.0,0.001,130.0,0.0017,169.0,0.0022,123.0,0.0016,335.0,0.0044,94.0,0.0012,134.0,0.0018,274.0,0.0036,528.0,0.0069,652.0,0.0085,1165.0,0.0153,405.0,0.0053,574.0,0.0075,1065.0,0.0139,19.0,0.0002,50.0,0.0007,91.0,0.0012,142.0,0.0019,157.0,0.0021,371.0,0.0049,547.0,0.0072,739.0,0.0097,1317.0,0.0172,1239.0,0.0162,1401.0,0.0183,2677.0,0.035,25.0,0.0003,9.0,0.0001,44.0,0.0006,13277.0,0.1738,15694.0,0.2055,28984.0,0.3794,1621.0,0.0212,1503.0,0.0197,3112.0,0.0407,1517.0,0.0199,1394.0,0.0182,2916.0,0.0382,8.0,0.0001,6.0,0.0001,25.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,0.0215,1372.0,0.018,3023.0,0.0396,88.0,0.0012,101.0,0.0013,203.0,0.0027,1755.0,0.023,1523.0,0.0199,3242.0,0.0424,15446.0,0.2022,15155.0,0.1984,30590.0,0.4005,63.0,0.0008,42.0,0.0005,127.0,0.0017,29.0,0.0004,47.0,0.0006,81.0,0.0011,15594.0,0.2041,15312.0,0.2005,30877.0,0.4042,2426.0,0.0318,2336.0,0.0306,4714.0,0.0617,37291.0,0.4882,39109.0,0.512,76386.0,1.0,76386.0
Pascoe Vale,514.0,0.0075,764.0,0.0111,1244.0,0.018,785.0,0.0114,1099.0,0.0159,1930.0,0.028,11.0,0.0002,9.0,0.0001,42.0,0.0006,105.0,0.0015,112.0,0.0016,238.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,8396.0,0.1217,9732.0,0.1411,18148.0,0.2631,3.0,0.0,10.0,0.0001,33.0,0.0005,2575.0,0.0373,2718.0,0.0394,5318.0,0.0771,40.0,0.0006,58.0,0.0008,137.0,0.002,19.0,0.0003,10.0,0.0001,23.0,0.0003,13.0,0.0002,14.0,0.0002,60.0,0.0009,56.0,0.0008,58.0,0.0008,106.0,0.0015,30.0,0.0004,50.0,0.0007,106.0,0.0015,65.0,0.0009,109.0,0.0016,221.0,0.0032,108.0,0.0016,111.0,0.0016,273.0,0.004,9.0,0.0001,3.0,0.0,33.0,0.0005,6.0,0.0001,6.0,0.0001,15.0,0.0002,235.0,0.0034,397.0,0.0058,666.0,0.0097,413.0,0.006,542.0,0.0079,980.0,0.0142,3.0,0.0,4.0,0.0001,4.0,0.0001,13244.0,0.192,15397.0,0.2232,28665.0,0.4156,895.0,0.013,711.0,0.0103,1560.0,0.0226,2169.0,0.0314,2112.0,0.0306,4303.0,0.0624,9.0,0.0001,22.0,0.0003,55.0,0.0008,0.0,0.0,0.0,0.0,4.0,0.0001,61.0,0.0009,33.0,0.0005,115.0,0.0017,52.0,0.0008,76.0,0.0011,194.0,0.0028,127.0,0.0018,159.0,0.0023,359.0,0.0052,14005.0,0.203,14357.0,0.2081,28402.0,0.4118,147.0,0.0021,117.0,0.0017,323.0,0.0047,24.0,0.0003,73.0,0.0011,117.0,0.0017,14222.0,0.2062,14641.0,0.2123,28909.0,0.4191,1925.0,0.0279,1824.0,0.0264,3742.0,0.0543,33309.0,0.4829,35628.0,0.5165,68976.0,1.0,68976.0
